Age,Workclass,Education,Education-num,Marital-status,Occupation,Relationship,Race,Sex,Native-Country,Income
20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
24, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
19, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
24, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
25, State-gov, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
28, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
21, State-gov, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
25, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
19, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
22, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
32, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
30, Local-gov, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
25, Self-emp-not-inc, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
27, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
39, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
23, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
24, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
23, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
26, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
36, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
27, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
47, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
26, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
18, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
38, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
23, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
23, State-gov, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
24, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
33, State-gov, Some-college,10, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
19, State-gov, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
38, Local-gov, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
20, State-gov, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
25, Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
26, Local-gov, Some-college,10, Never-married, Protective-serv, Own-child, White, Male, United-States, <=50K
22, Local-gov, Some-college,10, Never-married, Protective-serv, Own-child, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Protective-serv, Own-child, White, Male, United-States, <=50K
24, Local-gov, Some-college,10, Never-married, Protective-serv, Own-child, White, Male, United-States, <=50K
26, State-gov, Some-college,10, Never-married, Protective-serv, Own-child, White, Male, United-States, <=50K
28, Local-gov, Some-college,10, Never-married, Protective-serv, Own-child, White, Male, United-States, <=50K
34, Local-gov, Some-college,10, Never-married, Protective-serv, Own-child, White, Male, United-States, <=50K
41, Federal-gov, Some-college,10, Never-married, Protective-serv, Own-child, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
22, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
19, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
22, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
22, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
22, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
23, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
25, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
23, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Male, United-States, <=50K
25, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Male, United-States, <=50K
22, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Male, United-States, <=50K
22, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Male, United-States, <=50K
22, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Male, United-States, <=50K
22, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
19, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
27, Local-gov, Some-college,10, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
22, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
25, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
24, Self-emp-inc, Some-college,10, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
35, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
25, Private, Some-college,10, Separated, Adm-clerical, Own-child, White, Male, United-States, <=50K
23, Private, Some-college,10, Separated, Craft-repair, Own-child, White, Male, United-States, <=50K
38, State-gov, Some-college,10, Separated, Exec-managerial, Own-child, White, Male, United-States, <=50K
26, Private, Some-college,10, Separated, Farming-fishing, Own-child, White, Male, United-States, <=50K
39, Private, Some-college,10, Separated, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
30, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Male, United-States, <=50K
28, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Male, United-States, <=50K
42, Private, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
36, Private, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
40, Private, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
58, Self-emp-not-inc, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
38, Private, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
38, Private, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
32, Private, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
43, State-gov, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Male, United-States, <=50K
50, Federal-gov, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Male, United-States, <=50K
44, Self-emp-not-inc, Some-college,10, Divorced, Farming-fishing, Unmarried, White, Male, United-States, <=50K
35, Private, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male, United-States, <=50K
46, Federal-gov, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male, United-States, <=50K
48, Private, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male, United-States, <=50K
38, Self-emp-not-inc, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male, United-States, <=50K
44, Self-emp-not-inc, Some-college,10, Divorced, Other-service, Unmarried, White, Male, United-States, <=50K
28, State-gov, Some-college,10, Divorced, Other-service, Unmarried, White, Male, United-States, <=50K
59, Private, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Male, United-States, <=50K
42, Private, Some-college,10, Divorced, Sales, Unmarried, White, Male, United-States, <=50K
29, Private, Some-college,10, Divorced, Tech-support, Unmarried, White, Male, United-States, <=50K
47, Local-gov, Some-college,10, Divorced, Transport-moving, Unmarried, White, Male, United-States, <=50K
23, Private, Some-college,10, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male, United-States, <=50K
55, Federal-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male, United-States, <=50K
33, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male, United-States, <=50K
22, Private, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male, United-States, <=50K
30, Private, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male, United-States, <=50K
20, Private, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male, United-States, <=50K
28, Private, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male, United-States, <=50K
32, Private, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male, United-States, <=50K
30, Private, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male, United-States, <=50K
49, Self-emp-not-inc, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male, United-States, <=50K
42, Self-emp-not-inc, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male, United-States, <=50K
27, Local-gov, Some-college,10, Never-married, Exec-managerial, Unmarried, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Machine-op-inspct, Unmarried, White, Male, United-States, <=50K
28, Self-emp-not-inc, Some-college,10, Never-married, Prof-specialty, Unmarried, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Sales, Unmarried, White, Male, United-States, <=50K
29, Private, Some-college,10, Never-married, Transport-moving, Unmarried, White, Male, United-States, <=50K
64, Local-gov, Some-college,10, Never-married, Transport-moving, Unmarried, White, Male, United-States, <=50K
39, Private, Some-college,10, Never-married, Transport-moving, Unmarried, White, Male, United-States, <=50K
25, Private, Some-college,10, Never-married, Transport-moving, Unmarried, White, Male, United-States, <=50K
59, Private, Some-college,10, Separated, Adm-clerical, Unmarried, White, Male, United-States, <=50K
38, Private, Some-college,10, Separated, Exec-managerial, Unmarried, White, Male, United-States, <=50K
52, State-gov, Some-college,10, Separated, Protective-serv, Unmarried, White, Male, United-States, <=50K
37, Private, Some-college,10, Widowed, Craft-repair, Unmarried, White, Male, United-States, <=50K
74, Self-emp-inc, Some-college,10, Widowed, Exec-managerial, Unmarried, White, Male, United-States, <=50K
50, Local-gov, Some-college,10, Widowed, Prof-specialty, Unmarried, White, Male, United-States, <=50K
40, Private, Some-college,10, Divorced, Tech-support, Unmarried, White, Female, United-States, <=50K
39, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
50, Federal-gov, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
42, Local-gov, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
44, Private, Some-college,10, Divorced, Transport-moving, Own-child, White, Male, United-States, <=50K
29, Federal-gov, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
42, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
41, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
38, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
40, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
50, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
34, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
31, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
37, Private, Some-college,10, Divorced, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
67, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
27, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
40, Federal-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
31, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
35, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
34, Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
44, State-gov, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
42, Private, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
28, Self-emp-not-inc, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
25, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
19, Private, Some-college,10, Married-spouse-absent, Sales, Own-child, White, Female, United-States, <=50K
36, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
30, Private, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
42, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
46, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
27, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
29, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
61, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
56, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
23, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
75, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States, <=50K
63, State-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
34, Local-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
30, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
33, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
46, State-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
53, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
35, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
38, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
28, Self-emp-not-inc, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male, United-States, <=50K
24, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
47, Local-gov, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
23, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
26, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
23, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
21, Private, Some-college,10, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male, United-States, <=50K
30, Local-gov, Some-college,10, Never-married, Protective-serv, Not-in-family, Black, Male, United-States, <=50K
62, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
35, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
56, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
32, Private, Some-college,10, Separated, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male, United-States, <=50K
25, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
21, Local-gov, Some-college,10, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
35, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
31, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
26, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
30, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
34, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
34, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States, <=50K
59, State-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
40, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
39, Private, Some-college,10, Never-married, Other-service, Own-child, Black, Female, United-States, <=50K
35, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
28, State-gov, Some-college,10, Separated, Exec-managerial, Own-child, White, Male, United-States, <=50K
35, Local-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
51, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
41, Private, Some-college,10, Separated, Prof-specialty, Own-child, White, Female, United-States, <=50K
67, Private, Some-college,10, Divorced, Other-service, Unmarried, Black, Female, United-States, <=50K
42, Private, Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
54, Private, Some-college,10, Never-married, Sales, Not-in-family, Black, Male, United-States, <=50K
38, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
33, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
45, Private, Some-college,10, Separated, Craft-repair, Not-in-family, White, Male, United-States, <=50K
38, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
22, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
24, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Female, United-States, <=50K
44, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
32, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
26, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
29, Private, Some-college,10, Separated, Handlers-cleaners, Not-in-family, Black, Male, United-States, <=50K
25, Private, Some-college,10, Never-married, Other-service, Own-child, Black, Male, United-States, <=50K
29, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
26, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
34, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
58, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
61, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
59, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
23, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
43, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
44, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
25, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
57, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
24, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
28, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
25, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
22, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
46, Private, Some-college,10, Separated, Sales, Not-in-family, White, Male, United-States, <=50K
25, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
26, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
45, Federal-gov, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Male, United-States, <=50K
43, Private, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
54, Local-gov, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
43, Self-emp-not-inc, Some-college,10, Divorced, Sales, Unmarried, White, Female, United-States, <=50K
53, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
31, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
48, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
22, Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female, United-States, <=50K
22, Local-gov, Some-college,10, Never-married, Protective-serv, Other-relative, White, Female, United-States, <=50K
25, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Female, United-States, <=50K
38, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
61, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
42, Private, Some-college,10, Divorced, Sales, Unmarried, White, Female, United-States, <=50K
22, Private, Some-college,10, Separated, Sales, Unmarried, White, Female, United-States, <=50K
48, Private, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female, United-States, <=50K
63, Private, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female, United-States, <=50K
41, Private, Some-college,10, Never-married, Transport-moving, Not-in-family, Black, Male, United-States, <=50K
37, Federal-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
38, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
49, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
40, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
25, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
40, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
39, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
26, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
21, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
24, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, United-States, <=50K
22, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female, United-States, <=50K
49, Local-gov, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
43, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
40, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
47, Private, Some-college,10, Divorced, Other-service, Own-child, White, Female, United-States, <=50K
27, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
48, Private, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female, United-States, <=50K
24, Local-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
20, Private, Some-college,10, Never-married, Sales, Own-child, Black, Male, United-States, <=50K
40, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
46, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
67, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
30, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
44, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
36, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
38, Local-gov, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
36, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
33, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
30, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
49, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
38, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
23, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
30, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
32, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
26, Private, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male, United-States, <=50K
27, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
34, Private, Some-college,10, Divorced, Exec-managerial, Own-child, White, Male, United-States, <=50K
43, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
27, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female, United-States, <=50K
